	link	company	job_title	address	employment_type	seniority	min_experience	job_category	salary_low	salary_high	salary_time	role_description	job_requirements	skills
673	https://www.mycareersfuture.sg/job/head-marketing-digital-product-analytics-a2e0da435ac32471f0d2117fdaa37adb	COMPANY UNDISCLOSED	Head of Marketing and Digital Product Analytics		Permanent	Senior Management		Marketing / Public Relations	$15,000	to$20,000	Monthly	"Attention to all Performance Marketers who is up for a business challenge involving a large consumer pool!
As part of the business ongoing digital transformation journey, a senior leader with relevant experience is critical towards its ambition of a data-driven business. As a senior manager, you will be expected to partner with Heads of Marketing for ROI of channels, attribution methodologies like last click, multivariate, etc, media mix modeling, customer funnel analysis, test vs control methodologies, channel performance analytics (email, display advertising, social, paid search, affiliates, etc), lookalike targeting for DMP integration.  Partner with head of marketing to unlock opportunities to increase effectiveness by understanding customer behavior.
In addition, you will be working closely with the Head of Digital Product on uncovering opportunities, understanding performance in behavioral data (search, clicks), pathing analysis, conversion measurement, recommendations on site/app design based on data, real-time personalization algorithms / approaches, customer journey analytics across multiple touchpoints, customer contact strategies / decision engine design"	"To be successful, you should have the following qualities:
Experience in working with or directing large volumes of consumer data in the area of customer analytics 
Experience with all performance marketing approaches across multiple dimensions:  SEO, SEM, multi-channel attribution, test-vs-control setups, ROI analysis, media mix modelling, etc.
Experience with DMP usage and applications along with look-a-like modelling-based targeting for customer acquisition
Experience analyzing campaign measurement methods across all steps in the response funnel
Experience in customer journey analytics throughout digital properties using both structured and unstructured data
Ability to link analytical techniques and framework to business goals and/or customer experience
Experience in customer journey analytics throughout digital properties using both structured and unstructured data
Ability to link analytical techniques and framework to business goals and/or customer experience
EA Reg No: R1110425
Company Reg No: 201131609D
EA Licence No: 11C4684
 "	['Advertising', 'Business Development', 'Business Strategy', 'CRM', 'Digital Marketing', 'Email Marketing', 'Event Management', 'Leadership', 'Management', 'Market Research', 'Marketing', 'Marketing Communications', 'Marketing Strategy', 'Negotiation', 'Public Relations', 'SEO', 'Social Media', 'Social Media Marketing', 'Start-ups', 'Strategy']
674	https://www.mycareersfuture.sg/job/manager-senior-manager-regional-marketing-grabtaxi-holdings-6e1052d2e966898dc4ae13242158e48a	GRABTAXI HOLDINGS PTE. LTD.	Manager / Senior Manager, Regional Marketing (GrabWheels)	OUE DOWNTOWN, 6 SHENTON WAY 068809	Full Time	Manager		Others	$10,000	to$13,500	Monthly	"Get to know our Team:
Be part of the new founding team of Grab’s new escooter-sharing platform, helping to drive forward an innovative mobility solution that is part of Grab’s overall business.
We’re a lean team of creative, data-driven and strategic thinkers, in the service of shaping the Grab brand into a loveable powerhouse in SE Asia.
We’re guardians of the Grab positioning and voice and are also responsible for campaigns / initiatives that build a consistent yet locally relevant brand regionally.
  The day-to-day activities:
Lead the regional marketing for Grabwheels across markets
Drive go-to-market strategy for GrabWheels’ expansion throughout Southeast Asia
Work closely with country marketing teams to plan and develop marketing strategies in order to achieve targets
Manage reporting and analysis across campaigns, using data to drive better campaigns through a test and learn approach
Leverage insights around different scooter use cases to drive a compelling communications narrative for GrabWheels across the region
Build messaging narratives and acquisition strategies for growing usage demand for GrabWheels scooters
Put in place customer-centric and behavioral-based marketing programs that drive frequency and retention
Work with our marketing analytics and consumer research teams to drive further insight into how consumers are using our GrabWheels platform across the region.
Manage the overall budget for GrabWheels marketing regionally
Analyze marketing spend efficiency across markets and make recommendations for future spend allocation
Lead and develop both digital online and offline activation marketing strategies;
Liaising with a wide range of stakeholders within and beyond GrabWheels, including product / tech teams, business development team, analysts, designers and business heads
Monitor campaigns against KPI’s, and to be fully aware of trends and analytics."	"The must haves:
Minimum 5 years of experience in marketing.
Bachelor’s degree in business administration, marketing, or other advertising subjects required.
Good Knowledge and use of current advertising tools and channels.
Have strong all-around knowledge of online marketing landscape.
Excellent communication skills with the ability to articulate clearly in both written and spoken English.
Impeccable organization skills and attention to detail.
Able to work independently and willingness to roll up your sleeves to get the job done.
Passion for working across cultures and geographies.
Ability to analyse reports and communicate findings.
Excellent organizational, project management and time management skills.
Outstanding analytical skills and data-driven approach.
Ability to multitask, meet deadlines and thrive in a fast-paced environment.
Experience with startup environment is desired."	['Business Analysis', 'Business Development', 'Business Strategy', 'Change Management', 'CRM', 'Cross-functional Team Leadership', 'Leadership', 'Management', 'Management Consulting', 'Marketing', 'Marketing Strategy', 'Process Improvement', 'Product Management', 'Program Management', 'Project Management', 'Risk Management', 'Start-ups', 'Strategic Planning', 'Strategy', 'Vendor Management']
675	https://www.mycareersfuture.sg/job/manager-senior-manager-regional-marketing-grabtaxi-holdings-58b3e2c20b8ba80911bf03312127bbe6	GRABTAXI HOLDINGS PTE. LTD.	Manager / Senior Manager, Regional Marketing (GrabWheels)	OUE DOWNTOWN, 6 SHENTON WAY 068809	Full Time	Manager		Others	$8,500	to$12,500	Monthly	"Get to know our Team:
Be part of the new founding team of Grab’s new escooter-sharing platform, helping to drive forward an innovative mobility solution that is part of Grab’s overall business.
We’re a lean team of creative, data-driven and strategic thinkers, in the service of shaping the Grab brand into a loveable powerhouse in SE Asia.
We’re guardians of the Grab positioning and voice and are also responsible for campaigns / initiatives that build a consistent yet locally relevant brand regionally.
  The day-to-day activities:
Lead the regional marketing for Grabwheels across markets
Drive go-to-market strategy for GrabWheels’ expansion throughout Southeast Asia
Work closely with country marketing teams to plan and develop marketing strategies in order to achieve targets
Manage reporting and analysis across campaigns, using data to drive better campaigns through a test and learn approach
Leverage insights around different scooter use cases to drive a compelling communications narrative for GrabWheels across the region
Build messaging narratives and acquisition strategies for growing usage demand for GrabWheels scooters
Put in place customer-centric and behavioral-based marketing programs that drive frequency and retention
Work with our marketing analytics and consumer research teams to drive further insight into how consumers are using our GrabWheels platform across the region.
Manage the overall budget for GrabWheels marketing regionally
Analyze marketing spend efficiency across markets and make recommendations for future spend allocation
Lead and develop both digital online and offline activation marketing strategies;
Liaising with a wide range of stakeholders within and beyond GrabWheels, including product / tech teams, business development team, analysts, designers and business heads
Monitor campaigns against KPI’s, and to be fully aware of trends and analytics."	"The must haves:
Minimum 5 years of experience in marketing.
Bachelor’s degree in business administration, marketing, or other advertising subjects required.
Good Knowledge and use of current advertising tools and channels.
Have strong all-around knowledge of online marketing landscape.
Excellent communication skills with the ability to articulate clearly in both written and spoken English.
Impeccable organization skills and attention to detail.
Able to work independently and willingness to roll up your sleeves to get the job done.
Passion for working across cultures and geographies.
Ability to analyse reports and communicate findings.
Excellent organizational, project management and time management skills.
Outstanding analytical skills and data-driven approach.
Ability to multitask, meet deadlines and thrive in a fast-paced environment.
Experience with startup environment is desired."	['Business Development', 'Business Strategy', 'Change Management', 'Customer Service', 'Leadership', 'Management', 'Marketing', 'Marketing Strategy', 'Microsoft Office', 'New Business Development', 'Operations Management', 'Process Improvement', 'Program Management', 'Project Management', 'Sales', 'Social Media', 'Strategic Planning', 'Strategy', 'Team Building', 'Training']
676	https://www.mycareersfuture.sg/job/regional-marketing-manager-grabtaxi-holdings-54fee116f68fe38df5eed1d9f835b972	GRABTAXI HOLDINGS PTE. LTD.	Regional Marketing Manager	OUE DOWNTOWN, 6 SHENTON WAY 068809	Full Time	Manager		Others	$7,000	to$10,000	Monthly	"Get to know our Team:
Be part of the new founding team of Grab’s new business platform, helping to drive forward an innovative solution that is part of Grab’s overall business.
We’re a lean team of creative, data-driven and strategic thinkers, shaping the Grab brand into a loveable powerhouse in SE Asia.
We’re guardians of the Grab brand and represent the voice of the customer
We're responsible for marketing campaigns/initiatives that build consistent yet locally-relevant brand regionally.
  The day-to-day activities:
Drive Go-To-Market strategy for new business expansion throughout Southeast Asia
Collaborate with in-country marketing teams to plan and develop marketing strategies to meet key business metrics.
Manage reporting and analysis across campaigns, using data to drive better campaigns through a test and learn approach
Monitor campaigns against KPI’s, and to be fully aware of trends and analytics.
Leverage insights around different use cases to drive a compelling communications narrative across the region
Build messaging narratives and acquisition strategies for growing usage demand of the business
Put in place customer-centric and behavioral-based marketing programs that drive frequency and retention
Work with our marketing analytics and consumer research teams to drive further consumer behavior insights
Manage overall marketing budget regionally
Analyze marketing spend efficiency across markets and provide recommendations for future spend allocation
Lead and develop both online and offline marketing activation strategies;
Liaise with wide range of stakeholders within and beyond business vertical teams, including product / tech, business development, data analysts, designers and business heads"	"The must haves:
Minimum 7 years of experience in overall marketing or similar field.
Bachelor’s degree in business administration, marketing, or other advertising subjects required.
Good knowledge and use of current media tools and channels.
Strong all-around knowledge of online marketing landscape.
Excellent communication skills with ability to articulate clearly in both written and spoken English.
Impeccable organization skills and attention to detail.
Able to work independently and willingness to roll up your sleeves to get the job done.
Passion for working across cultures and geographies.
Ability to analyse reports and communicate findings.
Excellent organizational, project management and time management skills.
Outstanding analytical skills and data-driven approach.
Ability to multitask, meet deadlines and thrive in a fast-paced environment.
Experience with startup environment is desired."	['Advertising', 'Brand Management', 'Business Development', 'Competitive Analysis', 'Digital Marketing', 'Event Management', 'Integrated Marketing', 'Leadership', 'Management', 'Marketing', 'Marketing Communications', 'Marketing Management', 'Marketing Strategy', 'New Business Development', 'Product Marketing', 'Public Relations', 'Sales', 'Social Media Marketing', 'Strategic Planning', 'Strategy']
677	https://www.mycareersfuture.sg/job/marketing-analytics-consultant-accenture-84125257bcbdefd83e5c2260caa4c836	ACCENTURE PTE LTD	Marketing Analytics Consultant	RAFFLES CITY TOWER, 250 NORTH BRIDGE ROAD 179101	Permanent	Manager		Marketing / Public Relations	$6,000	to$12,000	Monthly	"Join Accenture and help transform leading organizations and communities around the world.  The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.
Accenture Interactive
Accenture Interactive helps CMOs and marketing organizations drive superior performance through relevance at scale. We offer a comprehensive suite of analytics, consulting and technology to drive up marketing performance, drive down the cost per interaction and create relevant consumer experiences on a massive scale.
Job Summary
There will never be a typical day at Accenture Interactive, but that’s why people love it here. The opportunities to make a difference while working on exciting client initiatives are limitless in this ever-changing space. Here’s a snapshot of your responsibilities:
Delivery
Lead a team that will perform assessments, develop strategies, and deliver roadmaps to help clients understand their current digital analytics capabilities and opportunities.
Lead teams and manage clients through the deployment of digital analytics platforms (Adobe Analytics, Google Analytics Premium, etc.) across digital properties including mobile web and apps.
Develop measurement strategies that tie organizational objectives to digital measurement solutions and communicate the value of solutions to a senior client audience
Manage the strategic deployment tagging for digital analytics, paid media, and 3rd party applications
Help businesses evolve organizational processes to better leverage data and insights
 "	"Basic Qualifications
Minimum of 4 years of experience in digital marketing and / or digital analytics
Minimum of 4 years of experience using, installing and / or customizing web analytics and tag management solutions
Passionate about data, analytics and technology (ex: avid consumer of TED talks and Wired Magazine)
Minimum of Bachelor's degree or higher in marketing, economics, mathematics, or technical specialty
Advanced Qualifications
Ability to communicate business objectives to a senior audience
Ability to manage a team responsible for running a digital analytics program
Technical understanding of how digital analytics and tag management solutions are deployed
Ability to complete complex tag deployment within tools like Dynamic Tag Manager and Google Tag Manager
Knowledge of web analytics and tag management solutions and differences between providers (ex: Adobe, Google, Tealium, Ensighten, etc.)
Set Yourself Apart
Experience with client-facing projects ideally in consulting, agency or other business-related services
Experience with attribution modeling and software (e.g., Attribution 360, VisualIQ)
Experience performing advanced analytics on digital data sources (e.g., digital analytics data, digital advertising data, DMP data, audience data, social data, search data, etc.)
Experience developing reporting and advancing data visualization capabilities with new or existing tools (e.g. Tableau, Qlik, TIBCO/Spotfire, etc.)
Experience with data and analytic tools such as such as SQL, Excel-pivot tables, SAS, UNIX
Solid Knowledge of data integration techniques and processes (Data matching & key vendors, data fusion & key partners, etc.)
Professional Skill Requirements
Proven ability to work creatively and analytically in a problem-solving environment
Strong attention to detail
Desire to work in an information systems environment
Excellent communication (written and oral) and interpersonal skills
Ability to take complex solutions and make them simple to explain and digest
All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development.  You’ll also have opportunities to hone your functional skills and expertise in an area of specialization.  We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career."	['Advertising', 'Business Development', 'Digital Marketing', 'Email Marketing', 'Integrated Marketing', 'Leadership', 'Management', 'Market Research', 'Marketing', 'Marketing Communications', 'Marketing Strategy', 'Online Advertising', 'Online Marketing', 'Public Relations', 'Sales', 'Social Media', 'Social Media Marketing', 'Social Networking', 'Strategic Planning', 'Strategy']
678	https://www.mycareersfuture.sg/job/manager-marketing-analytics-paypal-725a0d8cbb719796baca8b8cb52b31a7	PAYPAL PTE. LTD.	Manager, Marketing Analytics	SUNTEC TOWER FIVE, 5 TEMASEK BOULEVARD 038985	Full Time	Professional		Banking and Finance	$12,500	to$15,000	Monthly	"Analytics is core to PayPal and we are a highly data-driven organization. We leverage data-driven insights extensively in the areas of Product, Marketing, Finance, Sales, Risk, Credit, Operations etc. To support our insatiable appetite for analytics, we are looking for an Analytics Manager who will support the Global lifecycle marketing leaders with analytical solution to further optimize marketing programs and boost ROI.

The individual will be part of Global Analytics and Insights team, primarily focusing on lifecycle / CRM analytics, leverage cross channel expertise (paid, owned, earned etc.) to ideate, build and implement customer centric data driven solutions (e.g. Next best action). We are looking for someone who has a good blend of technical expertise, cross channel exposure, cross functional exposure and an extrovert who can package analytics product and sell analytics solutions within organization to internal leaders.
Responsibilities include:
Working closely with marketing leaders to design new strategies and measure incremental benefit to the business
Help build pipeline for value added solutions for the team in discussion with key stakeholders
Evangelize concepts of next best action and uplift modeling within organization and drive adoption across marketing and product function
Create GTM, go to market, playbooks and roll out solutions build by team across different geographies
Use analytics and statistics to improve our ability to detect, understand and address emerging trends across portfolio and identify levers that product, marketing and regional businesses can move
Package and socialize analytics solution with other functional leaders to establish analytics as one of the key value driving function for the business
Develop new and innovative analytical solutions that meet stakeholder’s requirements
Use the power of analytics to identify optimization opportunities across product, marketing and regional businesses. Support rapid test and learn
Communicate complex concepts and the results of the analyses with clear and effective communication and visualization (e.g., Excel Charts and PowerPoint slides) to all levels
Manage multiple priorities through solid project management practices"	"Job Requirements:
5-10 years of related experience in analytics in a fast moving and matrixed environment, preferably with a payments, internet or ecommerce company
Minimum 5 years’ experience in marketing analytics with exposure to CRM and cross channel analytics
Exposure to key analytics concepts is a must – NBA, uplift modeling, Multi touch attribution and media mix modeling
Expertise in statistics and analytics, with a focus on utilizing data insights to solve business problems
Command of Statistics and Optimization concepts (Educational qualifications and hands-on experience in a statistical role)
Experience in SQL and/or SAS, Excel macros and Visual Basic is required; experience with Teradata or other database management system a plus
Excellent communication and presentation skills and ability to visualize data is required
Strong desire and ability to work in a dynamic, innovative, fast-paced environment
Professional Qualities:
Ability to story-tell and translate analysis and insights into actionable recommendations
Outstanding problem-solving skills, with strong ability to drive towards action and impact
Attention to detail and demonstrated analytical skills
High energy and capable of thriving in a fast-paced environment with tight deadlines and frequent context shifting
Desire to work with ambiguity and passion for problem solving
Not afraid to wear multiple hats - no job being too small or too large"	['Analysis', 'Analytics', 'Business Analytics', 'Business Intelligence', 'Customer Insight', 'Data Analysis', 'Data Mining', 'Digital Marketing', 'Digital Strategy', 'E-commerce', 'Google Analytics', 'Omniture', 'Online Advertising', 'Predictive Analytics', 'Predictive Modeling', 'SAS', 'Segmentation', 'Statistical Modeling', 'Strategy', 'Web Analytics']
679	https://www.mycareersfuture.sg/job/junior-analyst-marketing-business-intelligence-grabtaxi-holdings-4fde55c9af5bb0041e02ca75f6a8d291	GRABTAXI HOLDINGS PTE. LTD.	Junior Analyst, Marketing Business Intelligence	OUE DOWNTOWN, 6 SHENTON WAY 068809	Full Time	Executive		Others	$4,500	to$6,500	Monthly	"Get to know the Role:
To design, set up, and maintain series of automated reports and dashboards (SQL and VBA experience applies) for the marketing team (both local and regional) to measure campaign performance and plan marketing budgets.
Working closely with various teams within Grab (Marketing, Data, Engineering etc.) to understand data requirements, identify and track key metrics, and provide data driven insights that are tailored and relevant to marketing evolving needs.

The day-to-day activities:
Understand business requirements in relation to Grab Pay and work objectives in order to analyse relevant customer data sets and propose actionable recommendations that would support decision-making and marketing campaign planning process.
Support broad range of Grab Pay marketing analytics projects related to improving marketing channels effectiveness, customer segmentation, campaign optimization, etc.
Develop reporting, toolkits, and dashboards for marketing teams to optimize campaign performance, across digital and offline channels
Providing support and training marketing team on BI tools and methodologies to other marketing data analysts
Shape the development of Grab’s Marketing BI infrastructure including Data Warehousing, reporting and analytics platforms"	"The must haves:
Bachelor’s degree in Statistics, Analytics, Economics, Mathematics, Engineering or other quantitative subjects are required
Knowledge of analytical tools, including database querying (SQL), Excel (VBA, Pivot), Tableau. R/Python and SAS, etc – preferred
Strong analytical experience and business acumen, preferably in e-commerce or internet industry
Fundamental understanding of internet advertising technologies (cookies, DSP, SSP, RTB) and the marketing channel attribution model
Ability to work with complex data sets, and combine data from multiple sources into a single dashboard/reporting system
Fast learner; ability to acquire new technical skills as needed
Versatile, self-driven, detail-oriented
Good communication skills
Full professional working proficiency in the English language is required
Programming skills such as Python will be an advantage
We use technologies like Holistics and Tableau. Any background in these or similar technologies is definitely a plus"	['Analysis', 'Business Analysis', 'Business Strategy', 'Corporate Finance', 'Data Analysis', 'Equities', 'Financial Analysis', 'Financial Modeling', 'Investment Banking', 'Investments', 'Leadership', 'Management', 'Microsoft Excel', 'Microsoft Office', 'Process Improvement', 'Project Management', 'Research', 'Strategic Planning', 'Strategy', 'Valuation']
680	https://www.mycareersfuture.sg/job/tableau-developer-aryan-solutions-430a7864d39f9e5efc40b8fed5742835	ARYAN SOLUTIONS PTE. LTD.	Tableau Developer	PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051	Permanent	Professional, Junior Executive, Senior Executive	5 years exp	Consulting , Healthcare / Pharmaceutical, Information Technology	$5,500	to$6,500	Monthly	"We are looking for Tableau Developer for permanent role with Aryan Solutions, Singapore. We are expanding our team in the region. The role required travelling to our offices in Malaysia (KL, Penang) & India (Lucknow).
Salary: SGD 5500 – 6500 per month
Role and Responsibilities
Design, implement proof-of-concept solutions, create and deploy advanced BI visualisations (in Tableau or other visualisation tool)
Conceive and document design solution (for dashboards) through user research, storyboards, wireframes, prototypes, etc, for front-end development.
Research source data and design queries that bring data into Tableau or other visualisation tool.  
Ability to translate business requirements and objectives into effective BI tools, from concept through implementation.
Contribute to and help define team best practices around report development, testing, access management, and dashboard refresh scheduling.
Expertise in Data Visualisation including effective communication, appropriate chart types, and best practices.
Knowledge of Tableau suite or other visualisation tool to create Thoughtful visualisation & Visual Analytics.
Experience in Self Service BI (business intelligence).
Ability to build application into dashboard using Server & Desktop setup.
Knowledge of best practices and experience optimising Tableau or other visualisation tool for performance.
Experience in reverse engineering and revising Tableau Workbooks or other dashboards created by other developers.
Ability to develop application in dashboard and port / share on mobile devices.
Experience in performing basic administration tasks on Dashboard Server for a production environment.Design, implement proof-of-concept solutions, create and deploy advanced BI visualisations (in Tableau or other visualisation tool)
Conceive and document design solution (for dashboards) through user research, storyboards, wireframes, prototypes, etc, for front-end development.
Research source data and design queries that bring data into Tableau or other visualisation tool.  "	"Advanced knowledge and experience of Tableau Software or other comparable visualisation tool.
Data analysis skills with ability to dig in and understand complex models and business processes with advanced analytical and quantitative skills.
Advanced SQL or other database querying languages.
Experience with performance tuning and documenting changes.
Ability / willingness to participate in production support activities, including after-hours support.
Bachelor's degree or equivalent combination of education and experience; degree in engineering, computer science, business administration, software engineering or related field preferred.
Tableau Certifications would be a good to have. 
Interested candidates, please send over your resume to recruitment@aryansearch.com or call at 65-67087429 Ext: 221 for a confidential discussion."	['.NET', 'Agile Methodologies', 'ASP.NET', 'C#', 'C++', 'CSS', 'Databases', 'HTML', 'Java', 'JavaScript', 'jQuery', 'Microsoft SQL Server', 'MySQL', 'PHP', 'Software Development', 'SQL', 'Web Applications', 'Web Development', 'Web Services', 'XML']
681	https://www.mycareersfuture.sg/job/tableau-developer-aryan-solutions-f05323b7c90e3d009dd7d2df50f18efa	ARYAN SOLUTIONS PTE. LTD.	Tableau Developer	PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051	Permanent	Professional, Junior Executive, Senior Executive	5 years exp	Consulting , Healthcare / Pharmaceutical, Information Technology	$5,500	to$6,500	Monthly	"We are looking for Tableau Developer for permanent role for one of our client based in Singapore
Salary: SGD 5500 – 6500 per month
Role and Responsibilities
Design, implement proof-of-concept solutions, create and deploy advanced BI visualisations (in Tableau or other visualisation tool)
Conceive and document design solution (for dashboards) through user research, storyboards, wireframes, prototypes, etc, for front-end development.
Research source data and design queries that bring data into Tableau or other visualisation tool.  
Ability to translate business requirements and objectives into effective BI tools, from concept through implementation.
Contribute to and help define team best practices around report development, testing, access management, and dashboard refresh scheduling.
Expertise in Data Visualisation including effective communication, appropriate chart types, and best practices.
Knowledge of Tableau suite or other visualisation tool to create Thoughtful visualisation & Visual Analytics.
Experience in Self Service BI (business intelligence).
Ability to build application into dashboard using Server & Desktop setup.
Knowledge of best practices and experience optimising Tableau or other visualisation tool for performance.
Experience in reverse engineering and revising Tableau Workbooks or other dashboards created by other developers.
Ability to develop application in dashboard and port / share on mobile devices.
Experience in performing basic administration tasks on Dashboard Server for a production environment.Design, implement proof-of-concept solutions, create and deploy advanced BI visualisations (in Tableau or other visualisation tool)
Conceive and document design solution (for dashboards) through user research, storyboards, wireframes, prototypes, etc, for front-end development.
Research source data and design queries that bring data into Tableau or other visualisation tool.  "	"Advanced knowledge and experience of Tableau Software or other comparable visualisation tool.
Data analysis skills with ability to dig in and understand complex models and business processes with advanced analytical and quantitative skills.
Advanced SQL or other database querying languages.
Experience with performance tuning and documenting changes.
Ability / willingness to participate in production support activities, including after-hours support.
Bachelor's degree or equivalent combination of education and experience; degree in engineering, computer science, business administration, software engineering or related field preferred.
Tableau Certifications would be a good to have. 
Interested candidates, please send over your resume to recruitment@aryansearch.com or call at 65-67087429 Ext: 221 for a confidential discussion."	['.NET', 'Agile Methodologies', 'ASP.NET', 'C#', 'C++', 'CSS', 'Databases', 'HTML', 'Java', 'JavaScript', 'jQuery', 'Microsoft SQL Server', 'MySQL', 'PHP', 'Software Development', 'SQL', 'Web Applications', 'Web Development', 'Web Services', 'XML']
682	https://www.mycareersfuture.sg/job/lecturer-singapore-university-social-sciences-5f7429b478bfdc75fcaf517867d87c1f	SINGAPORE UNIVERSITY OF SOCIAL SCIENCES	Lecturer	463 CLEMENTI ROAD 599494	Contract, Full Time	Manager		Education and Training	$5,000	to$10,000	Monthly	"The School of Business (SBIZ) at Singapore University of Social Sciences aims to educate business minds and in the process, transform the lives of our students when they graduate with a business degree. SBIZ currently has more than 4,000 students enrolled in various degree programmes.
  Our students are mainly working adults who are keen to upgrade and remain competitive in the fast-paced business world. We also have a sizable group of full-time students pursuing their degree education full time in the University. To equip our students for a better future, we provide them with a curriculum that is industry-relevant and we adopt innovative and practice-oriented pedagogical approaches (e.g. case study, flipped-classroom). Classes are interactive in nature and instructors go beyond lectures and facilitate interactive discussions and activities that require application of theories to solve real world problems. As most of our students are working, they are able to apply what they have learnt in the classroom to real-life scenarios in their workplace almost immediately. This enables them to live out our maxim - Learn Today, Apply Tomorrow.
  SBIZ is now recruiting passionate full-time faculty members who are aligned with our education aspirations. The responsibilities of SBIZ full-time faculty members include teaching and developing courses, conducting academic and/or applied research, and managing degree programmes and projects. We are interested in candidates in the following areas:
  Accountancy (especially in the areas of Financial Accounting, Managerial Accounting, Assurance, Taxation, Business Valuation and Accounting Theory) 
Analytics (especially in the areas of Machine Learning, Data Mining, Text Mining, Statistics, Forecasting, Optimisation, Data Visualisation, Data Management, IoT and Big Data)
Business Law
Entrepreneurship 
Finance
Information Systems
Project Management
Quality Management
Supply Chain Management (especially in the areas of Procurement and International Trade  System)
Strategy
Operations Management
Customer Relationship Management
Business excellence (especially in the area of SPRING Singapore's Business Excellence framework)"	"Ph.D. degree holder in a relevant discipline. Ph.D candidates nearing completion will also be considered.
Candidate with teaching and/or working experience in the relevant area will have an added advantage.
In the area of Finance, candidates with a Chartered Financial Analyst (CFA) qualification or those in the area of Fintech, crytocurrency and digital banking will have an added advantage.
In the area of Accountancy, candidates with a Chartered Accountant of Singapore qualification (or equivalent professional qualification) and at least a Master's degree in a relevant area will also be considered. 
In the area of Business Law, candidates with a Bachelor's degree in Law and at least 5 years of relevant working experience will also be considered.
  For more information and application, please visit our website: http://www.suss.edu.sg/careers/appointments-vacancies/Pages/Academic-Appointments-(Full-time).aspx
(Only shortlisted candidates will be notified)"	['Analysis', 'Business Strategy', 'Curriculum Design', 'Data Analysis', 'E-Learning', 'English', 'Higher Education', 'Leadership', 'Lecturing', 'Management', 'Matlab', 'Programming', 'Project Management', 'Public Speaking', 'Qualitative Research', 'Research', 'Science', 'Statistics', 'Teaching', 'University Teaching']
683	https://www.mycareersfuture.sg/job/senior-data-engineer-maritime-port-authority-singapore-5e04d9fe6a97ad7bd5cb86353a193535	MARITIME AND PORT AUTHORITY OF SINGAPORE	Senior Data Engineer (Data Science and Artificial Intelligence)	PSA BUILDING, 460 ALEXANDRA ROAD 119963	Permanent	Executive		Public / Civil Service				"As a core team member of the MPA Data Science and Artificial Intelligence department, the data engineer primary duties are to design, build, integrate MPA’s various data science platforms and systems. Reporting to the Chief Information Officer (CIO), you will be heavily involved in shaping the department’s strategic development and future roadmap. 
You will drive the establishment of MPA’s Data Science Centre of Excellence to support the building, development and scaling of next-generation data systems in MPA, including the Singapore Maritime Data Hub, MPA Big Data Platform and internal Data Lake. You will also be responsible for the end-to-end management of MPA’s Hadoop-based Big Data Platform including design, prototyping, productising, optimising and maintaining data pipelines and data sets to support data science team in conducting quantitative analysis and developing machine learning and AI applications. You would be expected to work closely with the application development teams, business users, data analysts and maritime technology community to support data sharing, system integration and application testing. You will also determine the efficacy of our current data architecture and work with the IT team to map out strategy plans to strengthen data management, data governance, data privacy and cyber security issues.
We are looking for experienced hires who possess the following:
A relevant qualification  in IT, Engineering, Computing, Data Science or other related disciplines with at least 5 years of work experience in a data engineering role or similar function.
Experience in developing near real-time big data infrastructure and deploying high performance production systems to support data science, machine learning and AI algorithms/applications.   
Experience in enterprise data platforms and Big Data tools:
-Apache Hadoop ecosystem and related tools (HDFS, MapReduce, Kafka, Spark, Hive, NiFi).
-Cloud-based data platforms (Cloudera, Talend, HortonWorks, AWS, Google BigQuery, Microsoft Azure).
- Enterprise database and data warehouse management (Sybase, SAP, MySQL, SQL Server, Oracle, PostgreSQL).
Experience with building data or metric-driven experimentation platform e.g. to conduct A/B testing experiments.
Candidates with knowledge or experience in any of the following areas would have an added advantage:
- Knowledge of AI programming and applications (deep learning, natural language processing, neural networks).
- Experience in software development or strong programming skills (Python, R, Java, C++).
- Experience working on Talend Data Management System.
- Knowledge of machine learning tools, libraries and techniques (eg. TensorFlow, Scikit-learn, Pytorch).
- Familiar with data visualisation tools (Tableau, Qlik).
- Familiar with API frameworks and development.
- Strong communication skills with ability to articulate and present complex data insights and information for broad range of audience."		['Analysis', 'Business Analysis', 'Clinical Data Management', 'Clinical Trials', 'Data Analysis', 'Data Management', 'Databases', 'Earth Science', 'EDC', 'GCP', 'Information Management', 'Leadership', 'Management', 'Microsoft Office', 'Microsoft SQL Server', 'Oracle Clinical', 'Program Management', 'Project Management', 'Research', 'SQL']
